0.00013716982820161588,2.8962472104035548e-8,1.2905928636653138e-7,6.714614285638013e-7,1.0447553417669116e-7,1.398497800059838e-7,6.564939588929403e-7,3.688223908605429e-8,2.784369505368557e-7,2.0349870465014598e-8,3.2582630888924155e-7,2.1770081477633152e-8,4.2817723195414506e-8,3.947275290537061e-7,4.331849785206973e-8,2.0096920875354628e-8,-2.6235667067483625e-7,9.517036726871656e-10,8.14258923380341e-9,2.2974071131499126e-8,9.257846140247434e-9,-4.569607980674264e-9,5.2513289640955454e-8,-1.6659748604491261e-9,8.42945625437439e-9,9.506208714461472e-10,4.5398858847404526e-8,3.3055534933324816e-9,3.531780167521828e-9,4.558150190817161e-8,3.189751095627888e-9,4.897321602333923e-9,4.929845111185916e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.8962472104035554e-8,0.00014062849905727335,4.555072889189503e-9,1.7188120007996673e-8,3.5627336368353975e-9,5.197242192973094e-9,1.7664700975089774e-8,1.4894043958301466e-9,8.461631472786231e-9,9.232783880220611e-10,1.0066075471037343e-8,1.0429005353143882e-9,1.982252798304013e-9,1.464646016448543e-8,1.993060301413941e-9,1.0687654013556349e-9,1.171953230837727e-9,-9.750544849074157e-9,2.5284845941564397e-10,1.1362212965818606e-9,2.50124310714512e-10,-1.000990562574962e-10,1.2700563603054536e-9,-5.7205873082032546e-11,3.7267615595785285e-10,7.75881363972461e-11,1.0125912574943849e-9,1.9683256584097194e-10,2.418678506512508e-10,2.063814426322805e-9,2.3196977729714956e-10,3.0333100460038797e-10,-4.623884980480085e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.2905928636653138e-7,4.555072889189505e-9,0.0001402128054038591,7.248832321497794e-8,1.4391023203762532e-8,1.842634969046405e-8,7.255326306552331e-8,5.126812010638837e-9,3.378829799549162e-8,3.2742605506799648e-9,4.229514042771613e-8,3.899785466431088e-9,7.159895112697227e-9,5.7182000296240266e-8,7.1885588459469e-9,4.072279085943645e-9,7.2564766559826395e-9,3.7044679417867364e-10,-5.08978797258086e-8,5.3892158656821744e-9,1.5178730520145835e-9,-2.973467860843746e-10,7.128962210389682e-9,-1.8919698203757693e-10,2.121776963400518e-9,3.2408534852245905e-10,6.274454840795149e-9,8.25164485930044e-10,1.0090195015462118e-9,9.207949872141211e-9,9.55057030824932e-10,1.224051672000024e-9,-8.331385376030999e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
6.714614285638013e-7,1.7188120007996673e-8,7.248832321497794e-8,0.00013854164902863758,5.805939919885239e-8,7.856665690762957e-8,3.286552748141514e-7,2.1218773905927003e-8,1.4498317624277878e-7,1.2197717209252593e-8,1.8742694253440227e-7,1.3260728186693382e-8,2.578035860905399e-8,2.1680214084693407e-7,2.6020713396414738e-8,1.2545490848135258e-8,2.6879667635904658e-8,7.496366048322361e-10,4.70558871768221e-9,-1.4746979787101098e-7,4.6156850250390726e-9,-2.259176294730592e-9,2.141195349770566e-8,-8.895581987390149e-10,5.208277475020313e-9,7.035024590320467e-10,2.6530339553725398e-8,2.147687707968681e-9,2.426922741672931e-9,2.4845950892034048e-8,2.2337272644408255e-9,3.1895643070277476e-9,3.3753300192862824e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0447553417669116e-7,3.5627336368353983e-9,1.4391023203762517e-8,5.805939919885238e-8,0.0001402966592761516,1.4069745160003592e-8,7.105852161702176e-8,3.79107418624296e-9,3.142444594532186e-8,2.5879805527000633e-9,3.621639128091817e-8,3.22547928559389e-9,5.751276565144022e-9,4.7280111055116496e-8,5.738480052425109e-9,3.4663444084729487e-9,8.392996016298346e-9,3.505252339152403e-10,1.5766188535974065e-9,4.984908084345532e-9,-5.738923592467606e-8,-1.577063566202187e-10,1.129494545943521e-8,-1.33683134914353e-10,3.969149931338695e-9,3.020952541945243e-10,6.50228153413895e-9,7.554815970966902e-10,9.305477374104967e-10,8.671647378693796e-9,8.776805720742851e-10,1.1010355749514846e-9,-4.73705721534491e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.3984978000598375e-7,5.197242192973092e-9,1.8426349690464053e-8,7.856665690762955e-8,1.406974516000359e-8,0.00014018411195823347,8.89516873520146e-8,7.1737815378756185e-9,3.890925953604405e-8,3.581765265567814e-9,3.7043971780822544e-8,3.2715565989613908e-9,7.208245962629153e-9,5.222060125087919e-8,7.3214208348390665e-9,2.6949156340118357e-9,-5.122586194965631e-9,-1.102540019762954e-11,-4.2722672439120373e-10,-1.2912435874291705e-9,-3.083561650417967e-10,1.1180246703051578e-8,-2.552275065492442e-9,-3.4304027904426347e-10,-1.1240606921765565e-9,2.5497476141483537e-11,-8.829725052826761e-10,2.1494205992056105e-10,1.817344578922365e-10,1.3524022576304207e-9,1.7518373809750576e-10,4.1906587523231854e-10,-1.1758740034090619e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
6.564939588929404e-7,1.7664700975089767e-8,7.255326306552326e-8,3.286552748141512e-7,7.105852161702173e-8,8.895168735201456e-8,0.00013838763046346544,1.9730039956427075e-8,1.6452723911155214e-7,1.2580998996639999e-8,2.3491192823712667e-7,1.6414969097341372e-8,2.857235870034357e-8,2.508050008209903e-7,2.7506523862183137e-8,1.5222708645517125e-8,5.0854065642171747e-8,1.381511719619888e-9,7.655297218614176e-9,2.033626666977707e-8,1.1647429674280911e-8,-1.962359271124889e-9,-2.458766300864021e-7,-7.338349255413079e-10,1.2794078161959574e-8,1.166700686030763e-9,4.4887882068196906e-8,3.758642632800674e-9,4.178082682546614e-9,4.069546912266277e-8,3.46288098512638e-9,4.497088743459149e-9,1.3076022169642471e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
3.6882239086054305e-8,1.4894043958301463e-9,5.126812010638837e-9,2.1218773905927006e-8,3.791074186242962e-9,7.173781537875614e-9,1.9730039956427085e-8,0.00014060951362097744,1.0412661554553119e-8,1.0304626408050229e-9,9.43745865801827e-9,9.206297103481012e-10,2.044184389788727e-9,1.4098020535688638e-8,2.0935049130929053e-9,7.584449486122507e-10,-2.025021246801102e-9,-6.834865146361107e-12,-2.1650414772425807e-10,-4.989992484569758e-10,-1.8166328902496199e-10,-3.0429755207692817e-10,-9.976954889390525e-10,5.833968092817457e-9,-4.428369438224044e-10,4.2642370536662954e-12,-6.750869403161219e-10,5.189464665635216e-11,4.2187772384875066e-11,1.6948617298173444e-10,4.274093715656383e-11,1.1285767513561858e-10,-4.7320763062768197e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.784369505368556e-7,8.461631472786231e-9,3.378829799549163e-8,1.4498317624277875e-7,3.142444594532186e-8,3.890925953604405e-8,1.6452723911155204e-7,1.0412661554553127e-8,0.00013963181736005486,5.978326802506284e-9,9.775759440042664e-8,6.442405423435876e-9,1.2648006210165817e-8,1.0654067960893641e-7,1.2676814052755924e-8,6.053237897967451e-9,8.069650968881882e-9,3.741241390602696e-10,2.1990794038888855e-9,4.956770602930638e-9,4.036332262408757e-9,-1.0911684909565684e-9,1.286412780538647e-8,-4.195947413534623e-10,-7.760333540886637e-8,3.3829064939249853e-10,1.648801442812631e-8,1.0292610798571694e-9,1.1578413250590806e-9,1.1978748301992349e-8,1.0702499497437513e-9,1.5210029520655512e-9,2.659822675107814e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.0349870465014605e-8,9.232783880220613e-10,3.2742605506799656e-9,1.2197717209252594e-8,2.5879805527000645e-9,3.5817652655678157e-9,1.258099899664001e-8,1.0304626408050227e-9,5.978326802506281e-9,0.00014066742805593372,7.385856648111783e-9,7.722658130868442e-10,1.436683270628179e-9,1.0713964816359579e-8,1.4446604950551453e-9,8.089367526740853e-10,1.1674836152711774e-9,7.270789111065605e-11,2.2957681561897269e-10,9.850026108981308e-10,2.2381107096199323e-10,-5.1930414511983086e-11,1.099651397279083e-9,-3.738338110211216e-11,3.3925307484425217e-10,-8.56940907871069e-9,8.923431661639527e-10,1.573312451356507e-10,1.9559322108218227e-10,1.6882864162401262e-9,1.8712751765548424e-10,2.392716635918378e-10,-3.362395971008193e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
