0.00013716255578239013,1.1333571717917548e-7,7.208482389959045e-7,1.0407910462454376e-7,1.3993104491025717e-7,6.5349581725464e-7,2.791632699781023e-7,6.888764235471919e-8,3.254277890824867e-7,2.1812044645989718e-8,4.292946514581167e-8,4.0062837637447956e-7,5.499762506627473e-8,-2.6319268799889306e-7,1.0180334137065877e-8,2.2259184509084632e-8,9.182268849889688e-9,-4.555967166614683e-9,5.1893087217089116e-8,2.894119088689096e-9,7.2706403903086284e-9,4.5088390775389575e-8,3.3021652142195326e-9,3.533821578829007e-9,4.5217652394760496e-8,8.336045088282779e-9,4.5738015576649644e-7,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.1333571717917548e-7,0.00014025553711851738,7.75930751503791e-8,1.274088796809597e-8,1.585170793319466e-8,6.718162755368676e-8,3.1420111880577614e-8,1.0131784574303426e-8,3.927464649816086e-8,3.5906069940348314e-9,6.442367859113895e-9,5.291002202395586e-8,9.002778039692712e-9,8.593550125359554e-9,-5.997865257907712e-8,9.791515728059446e-9,1.6614438072031977e-9,-1.799282665001282e-10,7.965284874273426e-9,2.0236943016022515e-9,1.754630646102254e-9,6.718069820203842e-9,8.254217559379201e-10,1.018183140086206e-9,9.380014930615657e-9,2.1053886313621586e-9,-6.075359331539774e-8,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
7.208482389959047e-7,7.759307515037907e-8,0.00013840879576586498,6.248704964558976e-8,8.4008203315491e-8,3.4767197526580996e-7,1.5712911168963833e-7,4.2985254432143014e-8,1.983232937206571e-7,1.407605075602537e-8,2.7419024305331204e-8,2.3263431334331067e-7,3.5115907436002846e-8,2.6638780650255256e-8,9.140302674038746e-9,-1.5841959343461786e-7,4.739024022821863e-9,-2.489967481940174e-9,2.231031960043715e-8,3.2274687159182838e-9,4.694273884764777e-9,2.777291731635639e-8,2.2576568581159625e-9,2.539393932483115e-9,2.6011243096283726e-8,5.6918867982590504e-9,-2.443547139750772e-9,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0407910462454379e-7,1.2740887968095975e-8,6.248704964558972e-8,0.0001402980353164344,1.4091186204194709e-8,7.135112817587627e-8,2.9240682434839625e-8,9.795156293786093e-9,3.589970528180804e-8,3.2080115821638453e-9,5.731931092481912e-9,4.7442949829719346e-8,8.040194570821158e-9,8.214019485960875e-9,1.6284718942465937e-9,5.188293658033927e-9,-5.678541258226005e-8,-1.6335223183472735e-10,1.1349475150839358e-8,2.439599697512064e-9,1.910712649211729e-9,6.33595147600721e-9,7.466560292042655e-10,9.192933919097224e-10,8.554559073828526e-9,1.9002952559385905e-9,-4.659939416201531e-8,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.3993104491025706e-7,1.585170793319465e-8,8.400820331549096e-8,1.4091186204194704e-8,0.00014018433813721775,8.91820041034764e-8,4.252027959692606e-8,1.0524079566055561e-8,3.670728190521317e-8,3.3051649617839407e-9,7.283447265116355e-9,5.291714609368672e-8,8.216072369981585e-9,-5.191306038413297e-9,-5.238185427722942e-10,-1.2756435320044555e-9,-3.557126548135119e-10,1.1174734366096254e-8,-2.6578915948522428e-9,-9.087906304482269e-10,2.008754039136754e-10,-1.1454274426770385e-9,2.1749361538875278e-10,1.851344073706225e-10,1.3437251555490276e-9,6.102918171931502e-10,-1.227445299087641e-7,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
6.5349581725464e-7,6.718162755368673e-8,3.4767197526581006e-7,7.135112817587624e-8,8.91820041034764e-8,0.0001383908145810007,1.5867729120566702e-7,4.7336568616860866e-8,2.341955231693071e-7,1.6353367204879365e-8,2.8499663282962737e-8,2.5305806929383144e-7,3.73065214332727e-8,5.0246821070574414e-8,8.635421442471158e-9,2.1061278699251845e-8,1.1747410884291856e-8,-1.991458189851622e-9,-2.4578145373071086e-7,7.020961019072492e-9,8.251680575469133e-9,4.442018626321835e-8,3.72709561591561e-9,4.1356659402746274e-9,4.021663045825341e-8,7.750371648413676e-9,1.2693157441074354e-7,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.7916326997810237e-7,3.1420111880577614e-8,1.571291116896386e-7,2.9240682434839635e-8,4.252027959692606e-8,1.5867729120566694e-7,0.00013963348281868836,2.4269054611060385e-8,9.128686885205502e-8,6.5828680921654244e-9,1.3306023318096428e-8,1.0888685476453963e-7,1.6399382914074046e-8,4.0646562086468894e-9,1.688191919530619e-9,3.6752879999803766e-9,2.2104363569139124e-9,-1.3475606855205205e-9,7.201336206569783e-9,-5.5459165328216046e-8,2.904134377671312e-9,1.1545021644994817e-8,8.972565767150239e-10,9.79880308194545e-10,9.989215974638249e-9,2.2874595472779526e-9,-4.874225500352144e-8,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
6.888764235471915e-8,1.0131784574303426e-8,4.298525443214302e-8,9.795156293786093e-9,1.0524079566055556e-8,4.733656861686086e-8,2.426905461106039e-8,0.0001404201483905978,3.133051154151434e-8,2.8222151696831758e-9,4.8983095186884375e-9,3.8327118974626544e-8,7.076511252647041e-9,7.683277047525524e-9,1.3995930593175285e-9,5.574043083699704e-9,1.6859909936191817e-9,2.968229628527501e-12,8.032300964203687e-9,3.128782004278148e-9,-5.330488154912155e-8,7.012975991502063e-9,7.189649339459519e-10,9.093400026110573e-10,8.110179022401196e-9,1.8480107506361604e-9,-8.831831696326504e-8,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
3.254277890824866e-7,3.927464649816084e-8,1.983232937206571e-7,3.589970528180802e-8,3.670728190521318e-8,2.3419552316930707e-7,9.128686885205499e-8,3.133051154151432e-8,0.00013930316969504414,1.076586293928508e-8,1.7401413033706972e-8,1.7750495689199054e-7,2.5435829355993613e-8,4.058837798843447e-8,7.47684425319691e-9,2.737074485669384e-8,6.88948237361249e-9,1.0972929531375751e-10,4.341629655213105e-8,1.1847074389100149e-8,7.866823742278397e-9,-2.464756567128943e-7,3.0585748714747705e-9,3.705867827085126e-9,4.200607904873888e-8,7.04768379351084e-9,4.491711661444931e-8,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.181204464598972e-8,3.59060699403483e-9,1.4076050756025374e-8,3.208011582163845e-9,3.3051649617839407e-9,1.6353367204879362e-8,6.5828680921654244e-9,2.822215169683175e-9,1.0765862939285077e-8,0.00014064828735326702,1.958470087305105e-9,1.4437713266944855e-8,2.740261291270185e-9,3.785121869430281e-9,6.289690257225391e-10,2.648731148059798e-9,6.167670626114747e-10,5.302261443968563e-11,3.7117213952885402e-9,9.62745801065187e-10,6.635200905577769e-10,2.703301170966066e-9,-2.3999982146432205e-8,4.692593977156926e-10,3.75451784762845e-9,8.128172080826099e-10,-3.9241158685323e-8,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
