Row_Label,Estimate,SE,P_Value
alpha[1],-0.5306716714597317,0.011715494809971765,0.0
alpha[2],2.0462888847509166,0.01185464407702485,0.0
alpha[3],2.636926830904561,0.011858687128465587,0.0
alpha[4],1.8045045333818575,0.01184880920104257,0.0
alpha[5],2.2021614234482585,0.011855435453551642,0.0
alpha[6],0.06278375976708153,0.011771174455253072,9.623837327055185e-8
alpha[7],2.174647700583351,0.011853886102726169,0.0
alpha[8],3.120002785798926,0.011855365462909198,0.0
alpha[9],1.221330406250114,0.011839933230267866,0.0
alpha[10],2.2266340183319295,0.01185625873781893,0.0
alpha[11],0.11856655218363592,0.011769991433991387,0.0
alpha[12],2.5125081785293797,0.011857886463883076,0.0
alpha[13],0.7874271238950749,0.01182182872883889,0.0
alpha[14],2.3293401903357362,0.01185388278780697,0.0
alpha[15],3.002402740700051,0.01186032914600496,0.0
alpha[16],0.681287542761304,0.011806525161876434,0.0
alpha[17],3.4423021911888365,0.011856375178524893,0.0
alpha[18],3.1546817061309547,0.01185952507128942,0.0
alpha[19],2.6477029882165493,0.011857872890333163,0.0
alpha[20],3.575694861496939,0.011861980683025625,0.0
alpha[21],0.3780634026328893,0.011791885154073934,0.0
alpha[22],3.8071337646390635,0.011862810031846556,0.0
alpha[23],2.558985854545811,0.011857061917919267,0.0
alpha[24],3.550797389345934,0.011859536545685168,0.0
alpha[25],3.802637167572665,0.01186281003072595,0.0
beta[1],0.7899764235085599,0.011857032179778926,0.0
beta[2],3.5831489131109464,0.011864330619674705,0.0
beta[3],0.3753960891238297,0.011864208190111806,0.0
beta[4],-0.267066405926956,0.011863418622167568,0.0
beta[5],0.44657232206892367,0.011864077070070105,0.0
beta[6],0.37088405764761534,0.011860203052728984,0.0
beta[7],7.889043454265324,0.011864420820240851,0.0
beta[8],-3.805127435429913,0.011863203540168385,0.0
beta[9],3.829455573619977,0.011864160493202405,0.0
beta[10],3.2347844069467517,0.011864340117884477,0.0
beta[11],-0.13821521293897335,0.011858649648221852,0.0
beta[12],6.37707704935203,0.011864432087713452,0.0
beta[13],0.6944920336159758,0.011862683326200338,0.0
beta[14],-1.3551448697245476,0.011863535680959967,0.0
beta[15],-0.020138099948759352,0.01186426028234624,0.08962576759590934
