8.951368980612086e-5,9.192066445309932e-8,5.090760675545245e-7,1.1691098977886632e-7,5.214628244144007e-7,6.107918801863156e-8,2.568714098562333e-7,4.648102531876138e-8,2.763441106264411e-7,-1.633185557697425e-7,6.606670364986986e-9,2.1965014978344607e-8,9.918855382261754e-10,2.5364392293142665e-8,2.1011440377976443e-9,2.973461052116521e-8,5.2686146974255256e-9,3.289604304511667e-8,2.0868153361252805e-7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
9.192066445310411e-8,9.146164240154835e-5,6.215981853769457e-8,1.6856932544626305e-8,6.046394288276426e-8,8.984265481105929e-9,3.5642858500666555e-8,8.057513858733062e-9,4.166620762426439e-8,6.604979245154566e-9,-4.4992478006595955e-8,6.1299624299785885e-9,9.999436964970863e-10,6.572218097382721e-9,9.586045012195274e-10,5.819115886994888e-9,1.5773013666417718e-9,7.914793304477188e-9,-6.022883216079049e-8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5.09076067554522e-7,6.21598185376945e-8,9.02456141460933e-5,7.518312577251169e-8,3.0842201083031415e-7,3.745451693499153e-8,1.656263056937543e-7,3.0132256843106755e-8,1.616895280324846e-7,2.3744526909054165e-8,5.600572526322526e-9,-1.280056631208976e-7,1.639394827737028e-9,2.253354315976953e-8,2.0370273759994637e-9,2.279950030957723e-8,4.435417800869626e-9,2.0950798274518778e-8,3.454154745850726e-8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.1691098977887618e-7,1.6856932544626315e-8,7.518312577251174e-8,9.137677366225442e-5,8.254608469648323e-8,1.2180872566469063e-8,3.9129945075401555e-8,9.63335410374211e-9,4.826062091955016e-8,5.474616953404562e-10,1.1186485612716302e-9,2.665720055817554e-9,-1.7437673213685695e-8,1.8149500371738444e-9,5.202084948362704e-10,1.2938545423607828e-9,1.0299717861072415e-9,4.769193707982127e-9,-1.2372311281146785e-7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5.214628244143895e-7,6.046394288276426e-8,3.0842201083031404e-7,8.254608469648314e-8,9.011984439629794e-5,4.411822424188087e-8,2.07283800622874e-7,3.2032904532132735e-8,1.825780097256185e-7,2.579492555860916e-8,6.435224691806208e-9,2.1375863590278347e-8,1.8273675294126778e-9,-1.5514583897980166e-7,2.8984464516771816e-9,3.6350766329500995e-8,4.807893799233724e-9,2.522461966484721e-8,1.4216889601658094e-7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
6.107918801863557e-8,8.984265481105929e-9,3.7454516934991547e-8,1.218087256646906e-8,4.411822424188093e-8,9.158779993255425e-5,2.3315014428182624e-8,5.161380347180452e-9,2.6732644338632484e-8,2.2275847444648388e-9,9.173808029099396e-10,2.49905632374619e-9,3.349249111996055e-10,3.1104783660255954e-9,-1.972099785045255e-8,2.448235695617603e-9,7.408855593703793e-10,3.740630749759159e-9,-4.984124670614452e-8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.568714098562294e-7,3.564285850066654e-8,1.656263056937543e-7,3.91299450754015e-8,2.0728380062287408e-7,2.3315014428182608e-8,9.078669055860344e-5,2.330664135050478e-8,1.259032120230573e-7,2.6828717789487085e-8,6.656151922749456e-9,2.1900976793662216e-8,3.1086262430399897e-9,3.433618408222518e-8,3.105402026143156e-9,-1.6544753226085995e-7,6.010143975524774e-9,2.9038363377362236e-8,4.792811531137734e-8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4.648102531876558e-8,8.057513858733062e-9,3.0132256843106774e-8,9.633354103742112e-9,3.203290453213277e-8,5.161380347180452e-9,2.3306641350504797e-8,9.162588566104376e-5,3.0950578578075364e-8,5.345645678152189e-9,1.558565424894201e-9,4.911977203344785e-9,8.942104376694884e-10,4.963724017485719e-9,7.624222065237273e-10,5.290334291412288e-9,-3.803620294475942e-8,7.983842197171472e-9,-5.248830926385993e-8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.763441106264541e-7,4.1666207624264394e-8,1.6168952803248466e-7,4.8260620919550153e-8,1.8257800972561857e-7,2.6732644338632487e-8,1.259032120230574e-7,3.0950578578075384e-8,9.07400867701756e-5,3.411686382874411e-8,7.632820650674337e-9,2.2541981647114595e-8,3.93178566603403e-9,2.6233588171460515e-8,3.6314440798013853e-9,2.6933719693848228e-8,7.774542921397918e-9,-1.7415005735600192e-7,-1.6057639310104144e-7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-1.6331855576974308e-7,6.6049792451521e-9,2.3744526909055515e-8,5.474616953353878e-10,2.579492555861492e-8,2.2275847444627965e-9,2.6828717789489007e-8,5.345645678150036e-9,3.411686382873752e-8,9.17313259901748e-5,4.715042159667591e-9,2.0352972959446195e-8,3.1342902972380737e-9,2.0660389296479494e-8,2.286956703377482e-9,1.5939684629937156e-8,3.172012059702752e-9,1.9152459636014037e-8,2.4487611459141587e-8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
6.60667036498759e-9,-4.4992478006595975e-8,5.600572526322528e-9,1.1186485612716296e-9,6.435224691806216e-9,9.1738080290994e-10,6.6561519227494535e-9,1.5585654248942017e-9,7.632820650674332e-9,4.715042159667901e-9,9.181908394609471e-5,3.591108105415893e-9,6.415681020014661e-10,3.8390529315646455e-9,4.948742303284318e-10,3.2171809595545124e-9,7.169879722715534e-10,3.6427619056943028e-9,-7.529242071571399e-9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.196501497834692e-8,6.129962429978591e-9,-1.2800566312089758e-7,2.665720055817553e-9,2.137586359027835e-8,2.4990563237461897e-9,2.1900976793662226e-8,4.911977203344785e-9,2.25419816471146e-8,2.0352972959447366e-8,3.5911081054158946e-9,9.176205154656414e-5,2.2764606354856835e-9,1.486290517949292e-8,1.6581439923136533e-9,1.1529600830283803e-8,2.404249800902577e-9,1.1642386329681335e-8,-2.8851009348491686e-8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
9.918855382269021e-10,9.999436964970873e-10,1.6393948277370304e-9,-1.7437673213685692e-8,1.8273675294126826e-9,3.3492491119960583e-10,3.108626243039992e-9,8.94210437669489e-10,3.931785666034033e-9,3.134290297238446e-9,6.415681020014664e-10,2.2764606354856835e-9,9.182811804781502e-5,2.5526597460899885e-9,3.151334806919005e-10,1.896605107512263e-9,4.642281803853627e-10,2.2294444551904916e-9,-9.08504860044615e-9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
